Zip Code,Percent Elevated Lead Cases,One race - White,One race - Black or African American,One race - American Indian and Alaska Native,One race - Asian,One race - Native Hawaiian and Other Pacific Islander,One race - Some other race,Two or more races,Hispanic or Latino origin (of any race),"White alone, not Hispanic or Latino",Median Income,Population for whom poverty status is determined - Below 100 percent of the poverty level
12031,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,95.1,17356,21.8
12032,0.0,90.6,0.0,1.3,6.3,0.0,0.0,1.8,0.0,90.6,27702,5.6
12033,3.45,95.6,1.5,0.0,0.5,0.2,0.9,1.4,3.0,93.1,38720,3.0
12035,0.0,97.7,0.0,0.0,0.0,0.0,0.0,2.3,0.0,97.7,25448,23.8
12037,4.0,91.9,5.1,0.0,1.3,0.0,0.8,0.9,1.2,91.4,32435,8.2
12041,0.0,93.9,0.0,0.0,0.0,0.0,1.5,4.6,1.5,93.9,40000,0.9
12042,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22292,9.7
12043,0.0,92.2,4.6,0.4,0.8,0.1,0.4,1.5,3.3,90.1,22859,16.8
12045,6.044999999999999,96.8,0.0,0.0,0.0,0.0,3.2,0.0,10.7,89.3,32586,0.0
12046,2.3814285714285717,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,41607,0.0
12047,33.33,87.8,4.5,0.5,2.5,0.0,0.6,4.1,4.3,85.0,30373,13.8
12051,2.891428571428571,73.7,25.3,0.0,0.8,0.0,0.1,0.1,12.5,62.4,31926,5.8
12052,1.778,96.3,0.0,0.0,1.1,0.0,0.0,2.6,0.3,96.0,39044,11.5
12053,0.0,95.6,0.4,0.0,2.4,0.0,0.0,1.6,4.7,91.0,36919,4.7
12056,1.9538461538461538,97.4,0.8,0.0,0.0,0.0,0.8,1.0,4.5,94.7,28533,14.4
12057,4.081428571428572,96.9,0.0,0.3,2.8,0.0,0.0,0.0,0.0,96.9,30514,2.5
12058,0.0,91.2,6.0,0.0,1.0,0.0,0.0,1.8,6.5,85.9,35528,7.0
12059,0.0,98.4,0.3,0.0,0.5,0.0,0.5,0.3,0.8,98.0,41153,7.2
12060,5.820000000000001,98.3,0.0,0.1,1.4,0.0,0.0,0.2,1.1,97.2,32734,9.4
12061,0.0,92.7,1.5,0.0,4.3,0.0,0.3,1.2,0.9,92.5,42417,3.1
12062,0.0,96.4,1.1,0.3,0.7,0.0,0.4,1.2,0.8,95.9,41585,5.8
12063,0.0,97.8,0.0,0.0,2.2,0.0,0.0,0.0,0.0,97.8,35179,0.0
12064,0.0,89.2,9.5,0.0,0.0,0.0,0.0,1.4,0.0,89.2,32639,16.2
12065,0.98,87.4,2.9,0.3,6.3,0.1,1.1,1.9,4.5,84.5,45348,5.9
12066,2.083125,98.6,0.1,0.0,0.5,0.0,0.0,0.8,2.7,95.8,35746,5.9
12067,1.41,99.3,0.0,0.0,0.0,0.0,0.0,0.7,1.5,97.7,30707,3.7
12068,0.9259999999999999,93.9,0.2,0.0,1.0,0.0,1.2,3.7,9.0,87.5,26412,6.9
12070,4.514,96.8,2.2,0.0,0.0,0.0,0.0,1.0,5.9,93.7,27456,22.9
12071,0.0,98.6,0.8,0.6,0.0,0.0,0.0,0.0,0.0,98.6,35417,20.3
12072,3.0575000000000006,95.2,2.1,0.3,0.4,0.0,0.3,1.7,3.4,92.8,26675,23.3
12074,0.6486666666666667,96.4,0.7,0.0,0.0,0.0,0.1,2.8,2.9,95.9,33603,6.8
12075,3.1564285714285716,92.5,5.1,0.0,0.3,0.0,1.8,0.4,4.0,92.5,28698,11.6
12076,0.667,96.6,0.1,0.0,0.5,0.0,1.9,0.9,7.0,92.5,25881,12.1
12077,2.175,88.5,2.5,0.0,5.8,0.0,0.0,3.2,1.7,86.8,45901,7.3
12083,0.271875,97.4,0.5,0.0,0.4,0.0,1.1,0.6,3.6,94.8,31558,5.7
12084,0.0,64.2,6.7,0.0,23.7,0.0,4.4,1.0,9.5,62.0,41526,6.9
12085,0.0,82.8,2.7,0.0,0.0,0.0,6.9,7.6,9.6,82.8,25114,7.3
12086,3.244615384615384,98.9,0.0,0.0,0.0,0.0,0.4,0.7,0.6,98.7,30031,11.1
12087,2.3814285714285717,98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,98.8,26566,2.4
12090,5.271428571428571,98.2,0.0,0.1,0.2,0.0,0.2,1.3,2.7,96.0,26366,16.1
12092,0.0,96.6,0.0,0.0,0.0,0.0,0.0,3.4,1.2,95.3,23370,7.7
12093,3.188333333333334,99.0,0.2,0.0,0.4,0.0,0.0,0.4,4.0,95.0,26410,13.0
12094,1.24,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,99.8,42938,8.2
12106,2.0780000000000003,99.0,0.0,0.0,0.2,0.0,0.1,0.7,0.6,99.0,42091,7.3
12108,0.0,96.3,0.8,0.0,0.0,0.0,2.9,0.0,2.9,96.3,29375,23.3
12116,2.548461538461538,98.8,0.1,0.0,0.0,0.0,0.0,1.1,1.6,97.2,25512,15.8
12117,2.2458333333333336,98.8,0.1,0.3,0.0,0.0,0.0,0.8,2.9,95.9,29009,9.2
12118,0.0,91.5,2.6,0.2,3.2,0.0,0.2,2.4,2.2,89.9,37139,8.0
12120,0.0,97.3,0.7,0.0,0.0,0.0,0.0,2.0,2.7,96.3,36343,13.1
12121,0.0,96.8,1.4,0.0,0.4,0.0,0.6,0.8,0.6,96.8,35283,3.5
12122,0.0,97.8,0.2,0.0,1.0,0.0,0.2,0.8,4.0,94.0,27443,14.7
12123,0.74,92.7,1.9,0.0,0.0,0.0,0.6,4.7,1.5,92.3,41299,7.0
12125,0.0,90.7,2.5,0.0,1.4,0.0,3.8,1.5,4.3,90.3,36766,8.7
12130,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49457,1.6
12132,0.0,70.8,0.0,1.3,0.0,0.0,24.7,3.2,24.7,70.8,24111,26.6
12134,0.9239130434782609,98.5,0.2,0.0,0.2,0.2,0.3,0.7,1.1,97.6,26844,9.1
12136,0.0,94.8,2.2,0.0,0.0,0.0,0.0,3.0,9.3,85.5,41864,0.9
12137,0.0,95.5,0.0,0.0,2.4,0.0,0.0,2.1,3.4,92.2,29000,9.2
12138,0.9228571428571428,98.9,0.0,0.0,0.4,0.0,0.1,0.6,2.9,96.1,33365,8.8
12140,0.9615384615384616,96.4,0.9,0.5,0.0,0.0,0.1,2.1,0.1,96.4,55381,3.3
12143,2.9,94.2,4.7,0.0,0.0,0.0,0.2,0.9,1.0,93.2,31203,8.3
12144,0.0,85.3,4.1,0.0,5.3,0.0,1.6,3.7,5.1,82.6,35935,10.3
12147,0.0,96.4,2.2,0.0,0.0,0.0,0.0,1.4,0.0,96.4,36250,9.6
12148,0.0,93.3,0.9,0.0,5.4,0.0,0.1,0.3,3.5,90.6,51809,2.7
12149,1.52,95.9,0.9,0.9,1.9,0.0,0.0,0.5,0.6,95.4,26352,15.9
12150,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33417,1.6
12151,1.587142857142857,97.7,0.6,0.0,0.4,0.0,0.0,1.3,1.4,96.3,40662,4.3
12153,0.0,99.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,99.4,30800,4.7
12154,0.6214285714285713,92.0,4.7,0.2,0.0,0.0,0.7,2.4,1.1,92.0,31108,16.0
12155,1.6142857142857143,97.0,0.2,0.0,0.2,0.0,0.3,2.3,0.6,96.6,22549,21.9
12156,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45357,5.9
12157,0.0,96.9,2.1,0.0,0.2,0.0,0.2,0.6,1.5,95.9,31056,10.3
12159,4.0,88.7,0.9,0.1,8.3,0.0,0.0,2.0,1.8,87.0,50034,2.5
12160,0.0,99.5,0.0,0.3,0.0,0.0,0.0,0.2,5.0,94.5,27381,9.9
12161,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32044,0.0
12164,0.0,97.7,2.3,0.0,0.0,0.0,0.0,0.0,0.3,97.5,30950,0.3
12165,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31786,32.4
12166,0.595,96.3,1.1,0.1,0.6,0.0,0.2,1.6,0.7,95.8,29036,11.6
12167,2.55125,95.9,0.5,0.0,1.4,0.0,0.7,1.4,2.2,94.6,22126,15.6
12168,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,99.5,34346,9.8
12170,0.0,96.4,2.3,0.1,0.2,0.0,0.0,0.9,2.2,94.2,30145,6.1
12172,2.698571428571429,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14348,12.7
12173,2.3333333333333335,94.3,1.8,0.0,0.0,0.0,0.4,3.6,3.8,90.8,35245,11.5
12174,5.555,93.9,0.0,0.0,0.0,0.0,0.0,6.1,1.5,92.4,31196,12.9
12175,0.0,94.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,94.5,21776,18.1
12176,0.0,90.2,0.0,0.0,0.0,0.0,8.8,1.0,0.0,90.2,33056,16.3
12177,0.0,92.3,0.0,0.0,7.7,0.0,0.0,0.0,0.0,92.3,40268,0.0
12180,4.761428571428572,76.4,12.4,0.0,4.2,0.0,1.4,5.5,7.6,72.5,27141,20.6
12182,0.0,78.2,13.9,0.1,0.7,0.0,1.4,5.7,7.1,73.2,26286,19.2
12183,4.079090909090909,89.9,4.0,0.0,4.3,0.0,0.0,1.9,9.7,80.2,31655,8.5
12185,0.0,99.4,0.0,0.0,0.2,0.0,0.1,0.3,1.6,97.9,38246,2.9
12186,0.0,95.7,0.3,0.0,2.1,0.3,0.1,1.5,3.2,93.1,45761,3.9
12187,1.5625,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,98.2,29555,10.5
12188,0.0,94.2,0.7,0.3,2.6,0.0,0.9,1.4,2.9,92.3,36732,6.7
12190,0.0,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.3,99.6,19076,15.9
12192,0.0,97.7,0.2,0.0,0.0,0.0,1.1,1.1,10.3,88.4,34181,6.1
12193,0.37066666666666664,99.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,99.4,36439,9.2
12195,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17679,12.5
12196,0.0,97.1,1.8,0.1,0.0,0.0,1.0,0.2,1.9,95.8,41627,8.3
12197,2.3528571428571428,95.2,1.2,0.0,0.4,0.0,0.8,2.5,5.8,90.7,28407,15.8
12198,0.0,94.7,1.5,0.0,0.8,0.0,0.7,2.3,2.2,93.4,38545,1.7
12207,1.4754545454545456,34.8,47.4,0.0,7.5,0.0,1.5,8.8,8.2,30.3,11928,57.1
12303,1.19,76.8,9.7,0.5,5.8,0.0,4.1,3.2,6.8,72.9,28991,10.3
12304,0.0,62.2,17.7,0.5,5.2,0.0,7.9,6.4,9.2,58.2,26853,14.5
12305,3.9511111111111115,65.9,21.5,0.6,4.2,0.0,1.7,6.1,9.0,62.2,17519,28.4
12306,4.763333333333333,90.6,3.6,0.1,2.4,0.0,2.0,1.2,4.5,87.1,30290,11.4
12309,3.703333333333333,83.6,5.3,0.0,8.0,0.0,0.6,2.4,2.8,81.4,44948,4.5
12401,4.515,75.8,12.1,0.3,3.5,0.0,2.3,6.0,11.9,69.5,26970,17.0
12404,1.7154545454545456,87.5,1.9,0.1,1.5,0.0,2.3,6.8,4.5,87.3,32743,7.6
12405,0.0,94.1,0.0,0.0,2.3,0.0,3.6,0.0,3.6,94.1,18042,6.2
12406,0.0,98.5,0.0,0.0,0.0,0.0,0.0,1.5,13.1,85.4,16934,17.0
12409,0.0,98.7,0.4,0.0,0.0,0.0,0.0,0.9,0.6,98.1,42841,13.2
12412,0.0,81.9,0.0,0.0,2.9,0.0,11.5,3.6,11.5,81.9,25969,11.5
12413,0.8333333333333334,93.0,0.1,0.0,1.4,0.0,0.3,5.2,5.1,89.4,21965,12.8
12417,11.565714285714288,66.4,4.0,0.0,0.0,0.0,8.8,20.9,8.8,66.4,26476,13.6
12419,1.25,89.2,5.4,2.5,0.0,0.0,0.0,2.9,4.3,89.2,19583,29.6
12423,0.0,93.1,2.9,0.0,3.4,0.0,0.5,0.0,1.4,92.3,25919,21.8
12427,0.0,94.9,0.0,0.0,3.6,0.0,1.5,0.0,1.5,94.9,31959,25.2
12429,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,55625,9.2
12430,4.861666666666667,93.5,0.2,0.2,0.0,0.0,2.2,3.9,13.0,84.3,38117,6.8
12431,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,96.8,20583,26.8
12432,0.0,98.5,0.0,0.0,0.0,0.0,0.0,1.5,3.5,96.5,20852,18.8
12433,0.0,84.5,1.8,0.0,2.7,0.0,3.5,7.5,2.7,81.8,37286,4.4
12434,1.38875,84.8,10.7,0.0,0.0,0.0,0.0,4.5,0.0,84.8,20227,12.3
12435,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,93.6,20588,9.5
12439,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25714,1.0
12440,0.6492857142857142,85.2,10.5,0.2,1.5,0.0,0.0,2.5,3.7,83.1,31182,14.5
12442,0.0,97.1,1.1,0.0,1.2,0.0,0.0,0.6,1.2,95.9,25879,20.1
12443,0.0,94.5,2.2,0.2,1.2,0.0,0.4,1.6,4.0,90.7,38698,6.4
12446,1.5866666666666667,90.0,2.8,0.0,0.1,0.0,4.7,2.4,7.1,87.0,26113,10.5
12449,0.5055555555555555,82.5,5.8,0.0,2.7,0.0,1.8,7.2,4.1,81.0,23996,10.7
12451,2.1166666666666663,86.2,1.9,0.0,0.0,0.0,11.9,0.0,13.9,84.2,35547,9.7
12455,2.0,95.9,0.7,0.0,0.5,0.0,0.6,2.3,7.4,89.9,17137,16.1
12456,1.8522222222222224,90.1,3.7,0.6,0.0,0.0,0.0,5.6,13.5,77.6,24167,5.8
12457,4.422857142857143,95.6,0.0,0.0,2.0,0.0,0.0,2.4,1.2,94.3,22472,18.9
12458,0.6833333333333333,65.2,13.6,0.7,1.3,0.0,9.1,10.2,21.4,61.2,25455,14.1
12461,0.0,86.5,0.1,0.0,3.6,5.3,0.0,4.5,6.3,84.1,27067,4.5
12463,0.9255555555555556,83.7,3.3,2.3,0.6,0.0,4.1,6.0,5.8,83.7,36388,4.7
12464,0.0,85.4,0.0,0.0,0.0,0.0,14.6,0.0,0.0,85.4,36757,14.6
12466,1.5914285714285714,95.5,0.3,0.0,1.8,0.0,0.0,2.3,3.3,92.2,36068,2.2
12468,0.0,99.7,0.0,0.0,0.3,0.0,0.0,0.0,0.5,99.2,22083,16.0
12469,0.0,98.6,0.0,0.0,0.0,0.0,0.5,1.0,4.0,95.1,28125,4.6
12470,0.0,56.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,56.0,22969,5.1
12472,1.6023076923076922,92.0,1.0,0.0,2.1,0.0,0.3,4.6,1.9,90.9,29598,10.3
12473,0.0,99.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,99.8,35066,5.1
12474,3.174285714285714,97.1,2.9,0.0,0.0,0.0,0.0,0.0,0.4,96.8,25478,19.3
12477,0.0,91.5,1.9,0.1,1.2,0.0,1.6,3.7,7.0,86.9,28416,10.3
12480,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0,5.4,92.6,20551,5.8
12481,0.0,96.9,0.0,1.8,0.0,0.0,0.0,1.3,4.4,92.5,25076,14.1
12482,0.0,92.8,0.0,0.0,0.0,0.0,0.0,7.2,6.3,86.5,20987,3.4
12483,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28583,7.9
12484,0.92,89.7,0.0,0.0,1.6,0.0,2.6,6.1,4.3,88.0,31642,6.6
12485,0.0,94.8,0.0,0.0,0.8,0.0,0.0,4.4,4.4,94.8,29274,6.1
12486,1.6442857142857144,99.7,0.0,0.0,0.3,0.0,0.0,0.0,5.2,94.4,41343,3.4
12487,0.9406666666666667,90.8,2.2,0.0,0.2,0.0,5.4,1.4,9.9,87.2,35833,14.7
12489,5.556,47.9,32.9,1.0,0.5,0.0,7.2,10.4,34.7,30.4,10795,26.1
12491,0.0,92.7,0.8,0.0,0.0,0.0,0.1,6.4,3.2,89.7,30500,19.4
12493,0.0,95.9,2.2,0.0,0.0,0.0,0.0,1.9,13.0,83.9,57594,0.0
12494,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49053,1.1
12496,3.7088888888888882,99.2,0.0,0.0,0.2,0.0,0.3,0.3,3.7,95.8,23904,12.3
12498,1.9177777777777776,89.3,3.5,0.0,3.3,0.0,1.2,2.8,3.3,88.3,40234,13.6
12501,1.032,90.8,6.7,0.3,0.5,0.0,0.3,1.4,6.4,87.4,33095,8.4
12502,0.0,85.9,5.5,0.0,5.5,0.0,0.0,3.1,1.9,85.1,35368,14.8
12503,0.0,96.4,1.7,0.0,0.5,0.0,0.9,0.5,4.3,93.2,35592,8.9
12507,0.0,92.0,3.6,0.0,4.4,0.0,0.0,0.0,0.0,92.0,26339,7.7
12513,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32177,0.0
12514,0.0,94.0,1.3,0.0,2.7,0.0,1.3,0.7,2.1,93.2,40799,3.6
12515,1.1426666666666667,94.7,3.3,0.0,0.7,0.0,1.3,0.0,23.4,71.3,30246,8.5
12516,4.2718181818181815,93.0,0.6,0.0,2.7,0.0,0.0,3.6,1.5,92.2,31042,21.5
12517,6.25,80.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,21667,5.8
12518,0.0,93.6,0.4,0.0,1.2,0.0,1.6,3.2,11.8,84.7,40601,2.1
12520,1.8458333333333332,95.7,0.0,0.0,1.5,1.1,0.8,0.9,7.2,89.2,41862,3.7
12521,1.6933333333333331,97.0,0.0,0.0,0.7,0.0,0.0,2.3,1.3,95.7,45272,8.6
12522,1.2344444444444445,93.9,0.4,0.0,2.0,0.0,3.3,0.3,9.2,88.1,29009,10.8
12523,0.0,96.3,0.4,0.0,1.6,0.0,0.0,1.7,4.0,93.1,35067,7.6
12525,0.0,95.1,0.9,0.0,0.0,0.0,0.7,3.4,4.1,93.7,42138,5.0
12526,1.2,92.6,1.1,0.0,1.5,0.0,1.4,3.4,11.1,83.6,34732,6.6
12528,0.8,88.9,4.6,0.0,1.6,0.0,2.1,2.8,10.3,80.9,34456,9.3
12529,1.3891666666666669,98.3,0.0,0.0,0.4,0.0,1.0,0.3,7.6,91.8,26962,10.4
12531,0.0,93.1,1.8,0.0,1.8,0.0,0.0,3.3,1.4,92.0,37458,1.1
12533,0.0,87.7,2.9,0.6,4.5,0.0,1.2,3.1,7.5,82.6,40720,4.4
12538,0.0,85.6,5.2,0.1,4.4,0.0,2.9,1.7,11.2,78.1,28981,7.9
12542,0.0,93.0,3.3,0.0,1.9,0.0,0.4,1.5,4.8,88.4,36228,5.7
12543,0.759090909090909,71.2,19.3,0.2,1.6,0.3,1.9,5.7,19.9,60.5,28470,10.5
12545,0.0,89.0,4.2,1.1,0.6,0.0,3.0,2.2,6.5,86.8,33783,10.2
12546,0.0,89.3,3.7,0.0,2.9,0.0,0.8,3.3,16.7,74.6,27000,9.7
12547,1.6500000000000001,93.9,0.8,0.0,0.8,0.0,1.8,2.7,8.7,88.4,39688,8.3
12548,1.082,79.2,12.1,0.0,0.8,0.0,6.4,1.5,16.1,69.6,31469,14.8
12550,2.7783333333333338,53.1,20.6,0.4,1.8,0.0,19.6,4.6,35.7,40.8,28282,19.7
12561,0.0,87.0,4.2,0.4,4.3,0.0,2.1,1.9,9.9,81.2,21805,15.7
12565,6.301999999999999,93.5,0.9,0.0,1.9,0.0,0.0,3.8,1.8,91.7,22740,24.6
12566,0.0,94.2,4.0,0.0,0.1,0.0,0.5,1.1,6.7,88.4,38679,11.9
12567,2.348333333333333,97.3,0.5,0.0,1.1,0.0,0.5,0.6,4.1,93.7,31731,11.4
12569,0.0,86.3,4.9,0.0,3.6,0.0,3.1,2.1,6.8,82.5,38106,7.9
12571,0.0,91.2,2.6,0.5,1.8,0.0,2.0,2.0,5.6,88.1,34974,8.2
12572,0.0,92.1,3.3,0.0,1.8,0.0,1.8,1.1,4.3,89.9,37012,9.1
12575,0.25666666666666665,81.2,11.8,0.0,1.9,0.0,3.0,2.1,17.0,69.3,60609,0.0
12577,0.0,87.0,11.3,0.0,0.0,0.0,0.5,1.2,6.0,82.0,47219,5.0
12578,1.5176923076923077,94.0,2.0,0.1,0.8,0.0,0.1,3.0,1.7,92.4,37969,6.8
12580,0.5,92.7,2.2,0.7,0.9,0.0,0.7,2.8,4.8,89.2,35256,7.2
12581,0.6990909090909091,96.4,1.9,0.0,0.0,0.0,0.0,1.8,7.1,89.3,44269,4.7
12582,0.0,66.5,19.3,0.5,0.5,0.0,10.2,3.1,12.8,62.7,30419,4.1
12583,1.587142857142857,93.9,0.5,0.0,1.9,0.0,2.3,1.4,7.0,89.9,27557,16.3
12585,0.0,86.4,10.4,0.0,1.2,0.0,0.0,2.0,0.0,86.4,50917,13.3
12586,0.0,81.9,6.4,0.0,1.7,0.0,8.2,1.8,14.8,74.9,32601,9.0
12589,1.616153846153846,81.7,9.6,0.2,1.7,0.0,4.1,2.7,17.8,70.5,32179,18.3
12592,0.0,93.2,5.9,0.0,0.9,0.0,0.0,0.0,1.1,92.1,20718,12.5
12594,0.51,84.4,7.0,0.0,0.4,0.0,5.0,3.2,19.7,73.3,31026,18.0
12601,0.0,57.7,27.6,0.4,2.8,0.0,6.1,5.4,16.1,50.2,22313,21.3
12719,0.8333333333333334,95.5,3.4,0.0,0.6,0.0,0.5,0.0,5.2,90.8,30083,11.6
12721,1.0313333333333332,83.2,6.5,1.4,0.8,0.1,5.3,2.5,12.7,78.8,33109,7.8
12723,3.518333333333333,74.7,9.1,0.0,3.7,0.0,9.3,3.2,12.9,71.1,32770,12.9
12726,0.0,90.7,3.1,0.5,0.4,0.0,2.9,2.4,7.1,86.5,42854,13.5
12729,0.39714285714285713,89.7,1.6,0.0,1.3,0.0,0.6,6.9,3.1,89.4,24250,20.4
12732,0.0,96.7,0.0,0.0,2.6,0.0,0.7,0.0,0.7,96.7,30685,15.3
12733,0.0,67.2,12.2,1.7,1.5,0.0,11.3,6.1,22.4,61.4,12069,58.6
12734,2.055454545454545,95.2,0.0,0.0,0.0,0.0,3.7,1.1,32.1,67.9,30505,4.3
12737,0.0,90.1,1.0,0.0,5.4,0.0,2.1,1.4,12.9,79.9,38750,11.0
12740,0.0,89.3,1.9,0.0,0.0,0.0,6.8,2.0,12.4,83.7,36190,13.0
12742,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23125,0.0
12746,1.6666666666666667,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36488,1.0
12747,2.5166666666666666,72.6,14.4,0.0,9.7,0.0,0.7,2.6,11.7,61.7,27600,24.7
12748,0.4764285714285714,94.5,1.5,0.0,1.7,0.0,2.0,0.2,11.2,85.4,28089,7.6
12749,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37283,17.9
12751,0.0,72.5,19.7,0.0,1.5,0.0,2.2,4.1,12.2,62.5,25556,26.0
12758,0.7142857142857143,83.2,6.0,0.0,0.4,0.0,6.5,3.9,5.9,79.6,26278,22.7
12759,0.4046153846153846,74.3,5.5,0.0,1.1,0.0,17.8,1.3,23.7,69.4,12094,33.7
12762,8.335,97.5,0.0,0.0,0.0,0.0,2.5,0.0,16.8,83.2,21292,32.9
12763,0.0,92.3,4.2,0.0,0.0,0.0,2.1,1.4,22.3,73.2,26181,16.2
12764,1.6666666666666667,90.1,5.3,1.3,1.9,0.0,0.8,0.6,2.3,88.6,27354,12.6
12765,1.2985714285714285,89.9,3.7,0.0,0.0,0.0,0.0,6.5,0.0,89.9,32500,3.1
12768,3.7088888888888882,98.8,0.0,1.2,0.0,0.0,0.0,0.0,31.5,67.3,25000,2.7
12771,12.5,78.8,9.7,0.7,2.4,0.0,3.7,4.7,8.4,75.7,29637,13.5
12775,1.752857142857143,82.0,6.9,0.0,5.4,0.0,3.3,2.5,9.3,76.0,47313,4.3
12776,2.61,94.9,1.7,0.5,0.2,0.0,0.4,2.3,4.7,90.9,34756,9.2
12777,0.0,96.1,1.0,0.4,2.3,0.0,0.0,0.2,2.6,93.4,37813,5.5
12778,8.75,94.7,0.0,0.0,3.6,0.0,0.0,1.7,4.1,90.6,33504,5.4
12779,2.585,57.2,14.8,0.0,0.0,0.0,27.1,0.8,36.5,49.3,19654,41.6
12780,0.8586666666666666,94.3,1.2,0.0,0.0,0.0,2.8,1.7,7.3,91.5,22246,17.0
12783,0.0,87.6,8.1,1.0,1.4,0.0,0.4,1.4,15.5,75.2,20970,12.9
12785,0.0,90.4,6.8,0.0,0.0,0.0,0.0,2.8,12.2,78.2,28750,9.2
12786,2.8579999999999997,91.6,0.0,8.4,0.0,0.0,0.0,0.0,0.0,91.6,48500,11.2
12787,0.0,97.6,0.0,0.0,2.4,0.0,0.0,0.0,11.1,86.5,26058,6.4
12788,1.3373333333333333,69.7,18.0,1.2,0.4,0.0,4.3,6.4,16.8,62.7,24194,12.9
12789,1.812857142857143,80.7,7.2,0.0,1.8,0.0,2.0,8.4,22.9,64.9,26544,9.7
12790,1.0875,88.5,4.1,0.4,1.9,0.0,3.7,1.4,12.6,80.5,32069,9.7
12791,0.0,83.4,2.1,0.0,7.4,0.0,0.0,7.1,0.0,83.4,36967,0.6
12792,0.0,98.9,0.0,0.0,1.1,0.0,0.0,0.0,0.0,98.9,29338,14.4
12803,0.0,95.4,2.0,0.2,0.7,0.0,0.4,1.3,2.4,93.5,30242,8.0
12809,2.116923076923077,98.9,0.2,0.0,0.0,0.0,0.1,0.9,0.6,98.3,29048,17.8
12810,2.7783333333333338,99.2,0.0,0.0,0.0,0.0,0.5,0.3,3.1,96.6,26536,7.6
12814,0.0,87.6,6.2,0.0,0.0,0.0,6.1,0.0,3.7,87.6,29211,3.0
12815,0.0,96.2,0.0,0.0,0.0,0.0,0.0,3.8,0.6,95.6,28482,8.8
12816,1.64375,96.6,1.5,0.0,0.6,0.0,0.3,1.1,1.1,95.8,29241,9.8
12817,0.0,99.9,0.1,0.0,0.0,0.0,0.0,0.0,0.6,99.3,30291,11.2
12819,0.0,98.6,0.0,0.0,0.0,0.0,0.0,1.4,0.6,98.0,31500,11.6
12822,0.0,97.1,0.8,0.0,0.0,0.0,0.0,2.1,3.4,93.7,26198,11.9
12824,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,97.3,27163,3.9
12827,1.0385714285714285,95.4,1.9,0.1,1.2,0.0,0.0,1.4,2.0,94.0,31218,7.5
12828,0.385,98.3,0.5,0.0,0.0,0.0,0.2,1.1,1.2,97.7,27363,8.0
12831,0.0,96.1,1.9,0.0,0.3,0.0,0.8,0.9,2.8,94.3,39563,5.1
12833,0.0,95.0,0.5,0.4,0.8,0.0,0.0,3.3,0.6,94.5,35103,10.9
12834,3.1166666666666667,98.6,0.1,0.3,0.3,0.0,0.0,0.7,2.0,96.9,30785,6.6
12835,1.852,96.8,0.0,0.0,0.0,0.0,0.3,3.0,1.0,96.0,29219,6.8
12837,2.7783333333333338,99.5,0.0,0.0,0.0,0.0,0.1,0.4,0.1,99.5,30246,5.0
12838,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33750,8.1
12842,4.1675,87.6,0.9,0.1,0.1,0.0,0.0,11.3,0.0,87.6,17244,10.5
12843,0.0,93.2,0.0,0.0,0.0,0.0,0.0,6.8,1.4,91.9,21719,8.4
